block_id,block_date,corridor_id,section_id,start_time,end_time,duration_minutes,block_type,approval_status,capacity_level
BLK00229,2026-09-23,C1,S15,2026-09-23 13:00:00,2026-09-23 16:00:00,180,Traffic Block,Approved,Partial
BLK00230,2026-09-23,C1,S13,2026-09-23 22:00:00,2026-09-24 00:00:00,120,Power Block,Pending,Partial
BLK00231,2026-09-23,C2,S15,2026-09-23 00:00:00,2026-09-23 03:00:00,180,Traffic Block,Pending,Full
BLK00232,2026-09-23,C2,S14,2026-09-23 03:00:00,2026-09-23 06:00:00,180,Engineering Block,Approved,Partial
BLK00233,2026-09-23,C2,S01,2026-09-23 10:00:00,2026-09-23 13:00:00,180,Traffic Block,Approved,Full
BLK00234,2026-09-23,C2,S09,2026-09-23 13:00:00,2026-09-23 16:00:00,180,Engineering Block,Approved,Full
BLK00235,2026-09-23,C2,S16,2026-09-23 22:00:00,2026-09-24 00:00:00,120,Engineering Block,Pending,Partial
BLK00236,2026-09-23,C3,S09,2026-09-23 00:00:00,2026-09-23 03:00:00,180,Traffic Block,Pending,Partial
BLK00237,2026-09-23,C3,S16,2026-09-23 03:00:00,2026-09-23 06:00:00,180,Traffic Block,Approved,Partial
BLK00238,2026-09-23,C3,S14,2026-09-23 10:00:00,2026-09-23 13:00:00,180,Power Block,Approved,Full
BLK00239,2026-09-23,C3,S06,2026-09-23 13:00:00,2026-09-23 16:00:00,180,Power Block,Approved,Partial
BLK00240,2026-09-23,C3,S10,2026-09-23 22:00:00,2026-09-24 00:00:00,120,Engineering Block,Approved,Full
BLK00241,2026-09-23,C4,S15,2026-09-23 00:00:00,2026-09-23 03:00:00,180,Traffic Block,Approved,Partial
BLK00242,2026-09-23,C4,S11,2026-09-23 03:00:00,2026-09-23 06:00:00,180,Traffic Block,Approved,Full
BLK00243,2026-09-23,C4,S18,2026-09-23 10:00:00,2026-09-23 13:00:00,180,Power Block,Approved,Full
BLK00244,2026-09-23,C4,S07,2026-09-23 13:00:00,2026-09-23 16:00:00,180,Engineering Block,Approved,Partial
BLK00245,2026-09-23,C4,S15,2026-09-23 22:00:00,2026-09-24 00:00:00,120,Traffic Block,Approved,Partial
BLK00246,2026-09-23,C5,S18,2026-09-23 00:00:00,2026-09-23 03:00:00,180,Traffic Block,Approved,Partial
BLK00247,2026-09-23,C5,S16,2026-09-23 03:00:00,2026-09-23 06:00:00,180,Traffic Block,Approved,Full
BLK00248,2026-09-23,C5,S06,2026-09-23 10:00:00,2026-09-23 13:00:00,180,Power Block,Pending,Full
BLK00249,2026-09-23,C5,S18,2026-09-23 13:00:00,2026-09-23 16:00:00,180,Power Block,Approved,Full
BLK00250,2026-09-23,C5,S04,2026-09-23 22:00:00,2026-09-24 00:00:00,120,Power Block,Approved,Full
BLK00251,2026-09-24,C1,S16,2026-09-24 00:00:00,2026-09-24 03:00:00,180,Engineering Block,Approved,Partial
BLK00252,2026-09-24,C1,S14,2026-09-24 03:00:00,2026-09-24 06:00:00,180,Power Block,Approved,Full
BLK00253,2026-09-24,C1,S15,2026-09-24 10:00:00,2026-09-24 13:00:00,180,Engineering Block,Approved,Partial
BLK00254,2026-09-24,C1,S07,2026-09-24 13:00:00,2026-09-24 16:00:00,180,Engineering Block,Pending,Full
BLK00255,2026-09-24,C1,S03,2026-09-24 22:00:00,2026-09-25 00:00:00,120,Power Block,Approved,Partial
BLK00256,2026-09-24,C2,S17,2026-09-24 00:00:00,2026-09-24 03:00:00,180,Power Block,Approved,Partial
BLK00257,2026-09-24,C2,S10,2026-09-24 03:00:00,2026-09-24 06:00:00,180,Engineering Block,Pending,Partial
BLK00258,2026-09-24,C2,S05,2026-09-24 10:00:00,2026-09-24 13:00:00,180,Power Block,Pending,Partial
BLK00259,2026-09-24,C2,S12,2026-09-24 13:00:00,2026-09-24 16:00:00,180,Power Block,Pending,Partial
BLK00260,2026-09-24,C2,S15,2026-09-24 22:00:00,2026-09-25 00:00:00,120,Power Block,Approved,Full
BLK00261,2026-09-24,C3,S19,2026-09-24 00:00:00,2026-09-24 03:00:00,180,Power Block,Approved,Partial
BLK00262,2026-09-24,C3,S02,2026-09-24 03:00:00,2026-09-24 06:00:00,180,Power Block,Pending,Partial
BLK00263,2026-09-24,C3,S13,2026-09-24 10:00:00,2026-09-24 13:00:00,180,Power Block,Pending,Full
BLK00264,2026-09-24,C3,S16,2026-09-24 13:00:00,2026-09-24 16:00:00,180,Traffic Block,Approved,Partial
BLK00265,2026-09-24,C3,S04,2026-09-24 22:00:00,2026-09-25 00:00:00,120,Power Block,Approved,Partial
BLK00266,2026-09-24,C4,S01,2026-09-24 00:00:00,2026-09-24 03:00:00,180,Engineering Block,Approved,Partial
BLK00267,2026-09-24,C4,S05,2026-09-24 03:00:00,2026-09-24 06:00:00,180,Traffic Block,Approved,Partial
BLK00268,2026-09-24,C4,S11,2026-09-24 10:00:00,2026-09-24 13:00:00,180,Engineering Block,Pending,Partial
BLK00269,2026-09-24,C4,S03,2026-09-24 13:00:00,2026-09-24 16:00:00,180,Power Block,Pending,Partial
BLK00270,2026-09-24,C4,S11,2026-09-24 22:00:00,2026-09-25 00:00:00,120,Engineering Block,Pending,Partial
BLK00271,2026-09-24,C5,S18,2026-09-24 00:00:00,2026-09-24 03:00:00,180,Traffic Block,Pending,Full
BLK00272,2026-09-24,C5,S08,2026-09-24 03:00:00,2026-09-24 06:00:00,180,Engineering Block,Pending,Partial
BLK00273,2026-09-24,C5,S08,2026-09-24 10:00:00,2026-09-24 13:00:00,180,Engineering Block,Approved,Partial
BLK00274,2026-09-24,C5,S04,2026-09-24 13:00:00,2026-09-24 16:00:00,180,Engineering Block,Pending,Full
BLK00275,2026-09-24,C5,S15,2026-09-24 22:00:00,2026-09-25 00:00:00,120,Traffic Block,Pending,Partial
BLK00276,2026-09-25,C1,S01,2026-09-25 00:00:00,2026-09-25 03:00:00,180,Traffic Block,Approved,Full
BLK00277,2026-09-25,C1,S10,2026-09-25 03:00:00,2026-09-25 06:00:00,180,Power Block,Approved,Partial
BLK00278,2026-09-25,C1,S05,2026-09-25 10:00:00,2026-09-25 13:00:00,180,Traffic Block,Pending,Partial
BLK00279,2026-09-25,C1,S19,2026-09-25 13:00:00,2026-09-25 16:00:00,180,Engineering Block,Approved,Full
BLK00280,2026-09-25,C1,S06,2026-09-25 22:00:00,2026-09-26 00:00:00,120,Traffic Block,Pending,Partial
BLK00281,2026-09-25,C2,S20,2026-09-25 00:00:00,2026-09-25 03:00:00,180,Engineering Block,Approved,Partial
BLK00282,2026-09-25,C2,S19,2026-09-25 03:00:00,2026-09-25 06:00:00,180,Traffic Block,Approved,Partial
BLK00283,2026-09-25,C2,S09,2026-09-25 10:00:00,2026-09-25 13:00:00,180,Power Block,Approved,Full
BLK00284,2026-09-25,C2,S15,2026-09-25 13:00:00,2026-09-25 16:00:00,180,Power Block,Pending,Full
BLK00285,2026-09-25,C2,S03,2026-09-25 22:00:00,2026-09-26 00:00:00,120,Power Block,Approved,Partial
BLK00286,2026-09-25,C3,S14,2026-09-25 00:00:00,2026-09-25 03:00:00,180,Engineering Block,Approved,Partial
BLK00287,2026-09-25,C3,S10,2026-09-25 03:00:00,2026-09-25 06:00:00,180,Traffic Block,Approved,Partial
BLK00288,2026-09-25,C3,S04,2026-09-25 10:00:00,2026-09-25 13:00:00,180,Traffic Block,Approved,Partial
BLK00289,2026-09-25,C3,S19,2026-09-25 13:00:00,2026-09-25 16:00:00,180,Power Block,Pending,Partial
BLK00290,2026-09-25,C3,S01,2026-09-25 22:00:00,2026-09-26 00:00:00,120,Engineering Block,Approved,Partial
BLK00291,2026-09-25,C4,S01,2026-09-25 00:00:00,2026-09-25 03:00:00,180,Engineering Block,Pending,Full
BLK00292,2026-09-25,C4,S20,2026-09-25 03:00:00,2026-09-25 06:00:00,180,Engineering Block,Approved,Partial
BLK00293,2026-09-25,C4,S08,2026-09-25 10:00:00,2026-09-25 13:00:00,180,Engineering Block,Approved,Full
BLK00294,2026-09-25,C4,S07,2026-09-25 13:00:00,2026-09-25 16:00:00,180,Engineering Block,Approved,Full
BLK00295,2026-09-25,C4,S04,2026-09-25 22:00:00,2026-09-26 00:00:00,120,Engineering Block,Pending,Full
BLK00296,2026-09-25,C5,S10,2026-09-25 00:00:00,2026-09-25 03:00:00,180,Power Block,Approved,Partial
BLK00297,2026-09-25,C5,S05,2026-09-25 03:00:00,2026-09-25 06:00:00,180,Traffic Block,Approved,Partial
BLK00298,2026-09-25,C5,S14,2026-09-25 10:00:00,2026-09-25 13:00:00,180,Traffic Block,Approved,Full
BLK00299,2026-09-25,C5,S18,2026-09-25 13:00:00,2026-09-25 16:00:00,180,Power Block,Pending,Partial
BLK00300,2026-09-25,C5,S06,2026-09-25 22:00:00,2026-09-26 00:00:00,120,Power Block,Approved,Partial
BLK00301,2026-09-26,C1,S11,2026-09-26 00:00:00,2026-09-26 03:00:00,180,Traffic Block,Approved,Full
BLK00302,2026-09-26,C1,S05,2026-09-26 03:00:00,2026-09-26 06:00:00,180,Traffic Block,Pending,Partial
BLK00303,2026-09-26,C1,S18,2026-09-26 10:00:00,2026-09-26 13:00:00,180,Power Block,Approved,Partial
BLK00304,2026-09-26,C1,S01,2026-09-26 13:00:00,2026-09-26 16:00:00,180,Power Block,Pending,Full
BLK00305,2026-09-26,C1,S15,2026-09-26 22:00:00,2026-09-27 00:00:00,120,Power Block,Pending,Partial
BLK00306,2026-09-26,C2,S19,2026-09-26 00:00:00,2026-09-26 03:00:00,180,Power Block,Pending,Partial
BLK00307,2026-09-26,C2,S04,2026-09-26 03:00:00,2026-09-26 06:00:00,180,Engineering Block,Approved,Partial
BLK00308,2026-09-26,C2,S01,2026-09-26 10:00:00,2026-09-26 13:00:00,180,Engineering Block,Pending,Partial
BLK00309,2026-09-26,C2,S20,2026-09-26 13:00:00,2026-09-26 16:00:00,180,Traffic Block,Pending,Full
BLK00310,2026-09-26,C2,S15,2026-09-26 22:00:00,2026-09-27 00:00:00,120,Engineering Block,Approved,Partial
BLK00311,2026-09-26,C3,S04,2026-09-26 00:00:00,2026-09-26 03:00:00,180,Traffic Block,Approved,Full
BLK00312,2026-09-26,C3,S10,2026-09-26 03:00:00,2026-09-26 06:00:00,180,Power Block,Approved,Full
BLK00313,2026-09-26,C3,S08,2026-09-26 10:00:00,2026-09-26 13:00:00,180,Engineering Block,Approved,Partial
BLK00314,2026-09-26,C3,S15,2026-09-26 13:00:00,2026-09-26 16:00:00,180,Power Block,Pending,Partial
BLK00315,2026-09-26,C3,S19,2026-09-26 22:00:00,2026-09-27 00:00:00,120,Engineering Block,Pending,Full
BLK00316,2026-09-26,C4,S14,2026-09-26 00:00:00,2026-09-26 03:00:00,180,Engineering Block,Approved,Partial
BLK00317,2026-09-26,C4,S20,2026-09-26 03:00:00,2026-09-26 06:00:00,180,Power Block,Approved,Full
BLK00318,2026-09-26,C4,S12,2026-09-26 10:00:00,2026-09-26 13:00:00,180,Traffic Block,Approved,Partial
BLK00319,2026-09-26,C4,S08,2026-09-26 13:00:00,2026-09-26 16:00:00,180,Power Block,Approved,Partial
BLK00320,2026-09-26,C4,S18,2026-09-26 22:00:00,2026-09-27 00:00:00,120,Engineering Block,Approved,Full
BLK00321,2026-09-26,C5,S13,2026-09-26 00:00:00,2026-09-26 03:00:00,180,Power Block,Approved,Full
BLK00322,2026-09-26,C5,S15,2026-09-26 03:00:00,2026-09-26 06:00:00,180,Traffic Block,Pending,Full
BLK00323,2026-09-26,C5,S20,2026-09-26 10:00:00,2026-09-26 13:00:00,180,Traffic Block,Approved,Partial
BLK00324,2026-09-26,C5,S08,2026-09-26 13:00:00,2026-09-26 16:00:00,180,Traffic Block,Pending,Full
BLK00325,2026-09-26,C5,S03,2026-09-26 22:00:00,2026-09-27 00:00:00,120,Engineering Block,Approved,Full
BLK00326,2026-09-27,C1,S08,2026-09-27 00:00:00,2026-09-27 03:00:00,180,Power Block,Approved,Full
BLK00327,2026-09-27,C1,S09,2026-09-27 03:00:00,2026-09-27 06:00:00,180,Traffic Block,Approved,Partial
BLK00328,2026-09-27,C1,S06,2026-09-27 10:00:00,2026-09-27 13:00:00,180,Traffic Block,Pending,Full
BLK00329,2026-09-27,C1,S05,2026-09-27 13:00:00,2026-09-27 16:00:00,180,Traffic Block,Approved,Full
BLK00330,2026-09-27,C1,S19,2026-09-27 22:00:00,2026-09-28 00:00:00,120,Power Block,Approved,Full
BLK00331,2026-09-27,C2,S09,2026-09-27 00:00:00,2026-09-27 03:00:00,180,Traffic Block,Approved,Partial
BLK00332,2026-09-27,C2,S17,2026-09-27 03:00:00,2026-09-27 06:00:00,180,Traffic Block,Pending,Full
BLK00333,2026-09-27,C2,S16,2026-09-27 10:00:00,2026-09-27 13:00:00,180,Power Block,Approved,Full
BLK00334,2026-09-27,C2,S15,2026-09-27 13:00:00,2026-09-27 16:00:00,180,Engineering Block,Approved,Full
BLK00335,2026-09-27,C2,S17,2026-09-27 22:00:00,2026-09-28 00:00:00,120,Power Block,Approved,Full
BLK00336,2026-09-27,C3,S02,2026-09-27 00:00:00,2026-09-27 03:00:00,180,Power Block,Approved,Partial
BLK00337,2026-09-27,C3,S04,2026-09-27 03:00:00,2026-09-27 06:00:00,180,Power Block,Pending,Partial
BLK00338,2026-09-27,C3,S03,2026-09-27 10:00:00,2026-09-27 13:00:00,180,Traffic Block,Approved,Full
BLK00339,2026-09-27,C3,S03,2026-09-27 13:00:00,2026-09-27 16:00:00,180,Traffic Block,Approved,Partial
BLK00340,2026-09-27,C3,S13,2026-09-27 22:00:00,2026-09-28 00:00:00,120,Engineering Block,Pending,Partial
BLK00341,2026-09-27,C4,S15,2026-09-27 00:00:00,2026-09-27 03:00:00,180,Engineering Block,Pending,Partial
BLK00342,2026-09-27,C4,S04,2026-09-27 03:00:00,2026-09-27 06:00:00,180,Engineering Block,Approved,Full
BLK00343,2026-09-27,C4,S14,2026-09-27 10:00:00,2026-09-27 13:00:00,180,Power Block,Approved,Partial
BLK00344,2026-09-27,C4,S11,2026-09-27 13:00:00,2026-09-27 16:00:00,180,Power Block,Approved,Partial
BLK00345,2026-09-27,C4,S04,2026-09-27 22:00:00,2026-09-28 00:00:00,120,Power Block,Approved,Partial
BLK00346,2026-09-27,C5,S09,2026-09-27 00:00:00,2026-09-27 03:00:00,180,Power Block,Approved,Partial
BLK00347,2026-09-27,C5,S03,2026-09-27 03:00:00,2026-09-27 06:00:00,180,Traffic Block,Approved,Full
BLK00348,2026-09-27,C5,S14,2026-09-27 10:00:00,2026-09-27 13:00:00,180,Traffic Block,Pending,Partial
BLK00349,2026-09-27,C5,S05,2026-09-27 13:00:00,2026-09-27 16:00:00,180,Engineering Block,Approved,Partial
BLK00350,2026-09-27,C5,S04,2026-09-27 22:00:00,2026-09-28 00:00:00,120,Power Block,Approved,Partial
BLK00351,2026-09-28,C1,S02,2026-09-28 00:00:00,2026-09-28 03:00:00,180,Power Block,Pending,Partial
BLK00352,2026-09-28,C1,S12,2026-09-28 03:00:00,2026-09-28 06:00:00,180,Traffic Block,Pending,Full
BLK00353,2026-09-28,C1,S05,2026-09-28 10:00:00,2026-09-28 13:00:00,180,Engineering Block,Approved,Full
BLK00354,2026-09-28,C1,S04,2026-09-28 13:00:00,2026-09-28 16:00:00,180,Power Block,Pending,Partial
BLK00355,2026-09-28,C1,S04,2026-09-28 22:00:00,2026-09-29 00:00:00,120,Power Block,Pending,Full
BLK00356,2026-09-28,C2,S14,2026-09-28 00:00:00,2026-09-28 03:00:00,180,Engineering Block,Pending,Full
BLK00357,2026-09-28,C2,S20,2026-09-28 03:00:00,2026-09-28 06:00:00,180,Engineering Block,Pending,Partial
BLK00358,2026-09-28,C2,S01,2026-09-28 10:00:00,2026-09-28 13:00:00,180,Traffic Block,Approved,Partial
BLK00359,2026-09-28,C2,S11,2026-09-28 13:00:00,2026-09-28 16:00:00,180,Power Block,Approved,Full
BLK00360,2026-09-28,C2,S05,2026-09-28 22:00:00,2026-09-29 00:00:00,120,Engineering Block,Pending,Partial
BLK00361,2026-09-28,C3,S03,2026-09-28 00:00:00,2026-09-28 03:00:00,180,Traffic Block,Pending,Full
BLK00362,2026-09-28,C3,S03,2026-09-28 03:00:00,2026-09-28 06:00:00,180,Engineering Block,Pending,Full
BLK00363,2026-09-28,C3,S13,2026-09-28 10:00:00,2026-09-28 13:00:00,180,Power Block,Approved,Partial
BLK00364,2026-09-28,C3,S06,2026-09-28 13:00:00,2026-09-28 16:00:00,180,Power Block,Approved,Partial
BLK00365,2026-09-28,C3,S19,2026-09-28 22:00:00,2026-09-29 00:00:00,120,Engineering Block,Approved,Full
BLK00366,2026-09-28,C4,S05,2026-09-28 00:00:00,2026-09-28 03:00:00,180,Traffic Block,Pending,Full
BLK00367,2026-09-28,C4,S03,2026-09-28 03:00:00,2026-09-28 06:00:00,180,Power Block,Approved,Partial
BLK00368,2026-09-28,C4,S16,2026-09-28 10:00:00,2026-09-28 13:00:00,180,Engineering Block,Approved,Partial
BLK00369,2026-09-28,C4,S09,2026-09-28 13:00:00,2026-09-28 16:00:00,180,Traffic Block,Pending,Full
BLK00370,2026-09-28,C4,S12,2026-09-28 22:00:00,2026-09-29 00:00:00,120,Power Block,Approved,Partial
BLK00371,2026-09-28,C5,S19,2026-09-28 00:00:00,2026-09-28 03:00:00,180,Power Block,Pending,Partial
BLK00372,2026-09-28,C5,S02,2026-09-28 03:00:00,2026-09-28 06:00:00,180,Traffic Block,Approved,Full
BLK00373,2026-09-28,C5,S01,2026-09-28 10:00:00,2026-09-28 13:00:00,180,Traffic Block,Approved,Full
BLK00374,2026-09-28,C5,S05,2026-09-28 13:00:00,2026-09-28 16:00:00,180,Power Block,Approved,Partial
BLK00375,2026-09-28,C5,S04,2026-09-28 22:00:00,2026-09-29 00:00:00,120,Traffic Block,Approved,Partial
BLK00376,2026-09-29,C1,S06,2026-09-29 00:00:00,2026-09-29 03:00:00,180,Traffic Block,Approved,Full
BLK00377,2026-09-29,C1,S17,2026-09-29 03:00:00,2026-09-29 06:00:00,180,Engineering Block,Pending,Partial
BLK00378,2026-09-29,C1,S03,2026-09-29 10:00:00,2026-09-29 13:00:00,180,Power Block,Pending,Full
BLK00379,2026-09-29,C1,S14,2026-09-29 13:00:00,2026-09-29 16:00:00,180,Traffic Block,Approved,Full
BLK00380,2026-09-29,C1,S11,2026-09-29 22:00:00,2026-09-30 00:00:00,120,Engineering Block,Approved,Partial
BLK00381,2026-09-29,C2,S14,2026-09-29 00:00:00,2026-09-29 03:00:00,180,Power Block,Approved,Partial
BLK00382,2026-09-29,C2,S01,2026-09-29 03:00:00,2026-09-29 06:00:00,180,Power Block,Approved,Partial
BLK00383,2026-09-29,C2,S12,2026-09-29 10:00:00,2026-09-29 13:00:00,180,Traffic Block,Approved,Full
BLK00384,2026-09-29,C2,S08,2026-09-29 13:00:00,2026-09-29 16:00:00,180,Power Block,Pending,Partial
BLK00385,2026-09-29,C2,S17,2026-09-29 22:00:00,2026-09-30 00:00:00,120,Traffic Block,Approved,Partial
BLK00386,2026-09-29,C3,S11,2026-09-29 00:00:00,2026-09-29 03:00:00,180,Traffic Block,Approved,Full
BLK00387,2026-09-29,C3,S03,2026-09-29 03:00:00,2026-09-29 06:00:00,180,Engineering Block,Pending,Full
BLK00388,2026-09-29,C3,S17,2026-09-29 10:00:00,2026-09-29 13:00:00,180,Engineering Block,Approved,Partial
BLK00389,2026-09-29,C3,S12,2026-09-29 13:00:00,2026-09-29 16:00:00,180,Engineering Block,Pending,Full
BLK00390,2026-09-29,C3,S08,2026-09-29 22:00:00,2026-09-30 00:00:00,120,Traffic Block,Approved,Partial
BLK00391,2026-09-29,C4,S07,2026-09-29 00:00:00,2026-09-29 03:00:00,180,Traffic Block,Pending,Full
BLK00392,2026-09-29,C4,S03,2026-09-29 03:00:00,2026-09-29 06:00:00,180,Traffic Block,Pending,Partial
BLK00393,2026-09-29,C4,S15,2026-09-29 10:00:00,2026-09-29 13:00:00,180,Engineering Block,Pending,Partial
BLK00394,2026-09-29,C4,S19,2026-09-29 13:00:00,2026-09-29 16:00:00,180,Engineering Block,Pending,Partial
BLK00395,2026-09-29,C4,S11,2026-09-29 22:00:00,2026-09-30 00:00:00,120,Traffic Block,Approved,Full
BLK00396,2026-09-29,C5,S16,2026-09-29 00:00:00,2026-09-29 03:00:00,180,Power Block,Pending,Partial
BLK00397,2026-09-29,C5,S09,2026-09-29 03:00:00,2026-09-29 06:00:00,180,Engineering Block,Approved,Partial
BLK00398,2026-09-29,C5,S17,2026-09-29 10:00:00,2026-09-29 13:00:00,180,Traffic Block,Approved,Partial
BLK00399,2026-09-29,C5,S15,2026-09-29 13:00:00,2026-09-29 16:00:00,180,Traffic Block,Approved,Partial
BLK00400,2026-09-29,C5,S10,2026-09-29 22:00:00,2026-09-30 00:00:00,120,Traffic Block,Pending,Full
BLK00401,2026-09-30,C1,S20,2026-09-30 00:00:00,2026-09-30 03:00:00,180,Engineering Block,Pending,Partial
BLK00402,2026-09-30,C1,S15,2026-09-30 03:00:00,2026-09-30 06:00:00,180,Engineering Block,Pending,Full
BLK00403,2026-09-30,C1,S15,2026-09-30 10:00:00,2026-09-30 13:00:00,180,Engineering Block,Pending,Full
BLK00404,2026-09-30,C1,S11,2026-09-30 13:00:00,2026-09-30 16:00:00,180,Engineering Block,Approved,Full
BLK00405,2026-09-30,C1,S02,2026-09-30 22:00:00,2026-10-01 00:00:00,120,Power Block,Approved,Partial
BLK00406,2026-09-30,C2,S03,2026-09-30 00:00:00,2026-09-30 03:00:00,180,Engineering Block,Pending,Full
BLK00407,2026-09-30,C2,S02,2026-09-30 03:00:00,2026-09-30 06:00:00,180,Traffic Block,Pending,Partial
BLK00408,2026-09-30,C2,S15,2026-09-30 10:00:00,2026-09-30 13:00:00,180,Engineering Block,Pending,Full
BLK00409,2026-09-30,C2,S12,2026-09-30 13:00:00,2026-09-30 16:00:00,180,Power Block,Approved,Partial
BLK00410,2026-09-30,C2,S14,2026-09-30 22:00:00,2026-10-01 00:00:00,120,Power Block,Pending,Full
BLK00411,2026-09-30,C3,S11,2026-09-30 00:00:00,2026-09-30 03:00:00,180,Traffic Block,Approved,Full
BLK00412,2026-09-30,C3,S18,2026-09-30 03:00:00,2026-09-30 06:00:00,180,Engineering Block,Approved,Partial
BLK00413,2026-09-30,C3,S09,2026-09-30 10:00:00,2026-09-30 13:00:00,180,Engineering Block,Pending,Full
BLK00414,2026-09-30,C3,S11,2026-09-30 13:00:00,2026-09-30 16:00:00,180,Traffic Block,Pending,Full
BLK00415,2026-09-30,C3,S12,2026-09-30 22:00:00,2026-10-01 00:00:00,120,Power Block,Pending,Partial
BLK00416,2026-09-30,C4,S05,2026-09-30 00:00:00,2026-09-30 03:00:00,180,Engineering Block,Pending,Full
BLK00417,2026-09-30,C4,S10,2026-09-30 03:00:00,2026-09-30 06:00:00,180,Engineering Block,Approved,Partial
BLK00418,2026-09-30,C4,S05,2026-09-30 10:00:00,2026-09-30 13:00:00,180,Engineering Block,Pending,Full
BLK00419,2026-09-30,C4,S14,2026-09-30 13:00:00,2026-09-30 16:00:00,180,Engineering Block,Approved,Full
BLK00420,2026-09-30,C4,S12,2026-09-30 22:00:00,2026-10-01 00:00:00,120,Power Block,Approved,Full
BLK00421,2026-09-30,C5,S11,2026-09-30 00:00:00,2026-09-30 03:00:00,180,Power Block,Approved,Full
BLK00422,2026-09-30,C5,S05,2026-09-30 03:00:00,2026-09-30 06:00:00,180,Traffic Block,Approved,Partial
BLK00423,2026-09-30,C5,S04,2026-09-30 10:00:00,2026-09-30 13:00:00,180,Engineering Block,Pending,Full
BLK00424,2026-09-30,C5,S11,2026-09-30 13:00:00,2026-09-30 16:00:00,180,Engineering Block,Approved,Partial
BLK00425,2026-09-30,C5,S05,2026-09-30 22:00:00,2026-10-01 00:00:00,120,Traffic Block,Approved,Full
BLK00426,2026-10-01,C1,S15,2026-10-01 00:00:00,2026-10-01 03:00:00,180,Traffic Block,Approved,Partial
BLK00427,2026-10-01,C1,S08,2026-10-01 03:00:00,2026-10-01 06:00:00,180,Power Block,Pending,Partial
BLK00428,2026-10-01,C1,S15,2026-10-01 10:00:00,2026-10-01 13:00:00,180,Traffic Block,Pending,Full
BLK00429,2026-10-01,C1,S10,2026-10-01 13:00:00,2026-10-01 16:00:00,180,Power Block,Approved,Partial
BLK00430,2026-10-01,C1,S19,2026-10-01 22:00:00,2026-10-02 00:00:00,120,Power Block,Approved,Partial
BLK00431,2026-10-01,C2,S13,2026-10-01 00:00:00,2026-10-01 03:00:00,180,Engineering Block,Pending,Partial
BLK00432,2026-10-01,C2,S06,2026-10-01 03:00:00,2026-10-01 06:00:00,180,Traffic Block,Pending,Full
BLK00433,2026-10-01,C2,S09,2026-10-01 10:00:00,2026-10-01 13:00:00,180,Traffic Block,Pending,Partial
BLK00434,2026-10-01,C2,S12,2026-10-01 13:00:00,2026-10-01 16:00:00,180,Engineering Block,Approved,Full
BLK00435,2026-10-01,C2,S10,2026-10-01 22:00:00,2026-10-02 00:00:00,120,Traffic Block,Approved,Partial
BLK00436,2026-10-01,C3,S15,2026-10-01 00:00:00,2026-10-01 03:00:00,180,Engineering Block,Approved,Partial
BLK00437,2026-10-01,C3,S03,2026-10-01 03:00:00,2026-10-01 06:00:00,180,Traffic Block,Approved,Partial
BLK00438,2026-10-01,C3,S01,2026-10-01 10:00:00,2026-10-01 13:00:00,180,Power Block,Approved,Partial
BLK00439,2026-10-01,C3,S17,2026-10-01 13:00:00,2026-10-01 16:00:00,180,Power Block,Approved,Partial
BLK00440,2026-10-01,C3,S03,2026-10-01 22:00:00,2026-10-02 00:00:00,120,Power Block,Approved,Full
BLK00441,2026-10-01,C4,S11,2026-10-01 00:00:00,2026-10-01 03:00:00,180,Traffic Block,Pending,Partial
BLK00442,2026-10-01,C4,S05,2026-10-01 03:00:00,2026-10-01 06:00:00,180,Traffic Block,Approved,Partial
BLK00443,2026-10-01,C4,S16,2026-10-01 10:00:00,2026-10-01 13:00:00,180,Engineering Block,Approved,Partial
BLK00444,2026-10-01,C4,S15,2026-10-01 13:00:00,2026-10-01 16:00:00,180,Engineering Block,Approved,Full
BLK00445,2026-10-01,C4,S01,2026-10-01 22:00:00,2026-10-02 00:00:00,120,Power Block,Approved,Full
BLK00446,2026-10-01,C5,S18,2026-10-01 00:00:00,2026-10-01 03:00:00,180,Engineering Block,Pending,Partial
BLK00447,2026-10-01,C5,S04,2026-10-01 03:00:00,2026-10-01 06:00:00,180,Power Block,Approved,Partial
BLK00448,2026-10-01,C5,S04,2026-10-01 10:00:00,2026-10-01 13:00:00,180,Traffic Block,Approved,Partial
BLK00449,2026-10-01,C5,S20,2026-10-01 13:00:00,2026-10-01 16:00:00,180,Power Block,Approved,Full
BLK00450,2026-10-01,C5,S16,2026-10-01 22:00:00,2026-10-02 00:00:00,120,Engineering Block,Pending,Full
BLK00451,2026-10-02,C1,S17,2026-10-02 00:00:00,2026-10-02 03:00:00,180,Engineering Block,Approved,Full
BLK00452,2026-10-02,C1,S10,2026-10-02 03:00:00,2026-10-02 06:00:00,180,Power Block,Approved,Partial
BLK00453,2026-10-02,C1,S08,2026-10-02 10:00:00,2026-10-02 13:00:00,180,Engineering Block,Approved,Full
BLK00454,2026-10-02,C1,S03,2026-10-02 13:00:00,2026-10-02 16:00:00,180,Engineering Block,Approved,Full
BLK00455,2026-10-02,C1,S17,2026-10-02 22:00:00,2026-10-03 00:00:00,120,Engineering Block,Pending,Full
BLK00456,2026-10-02,C2,S13,2026-10-02 00:00:00,2026-10-02 03:00:00,180,Power Block,Approved,Partial
BLK00457,2026-10-02,C2,S12,2026-10-02 03:00:00,2026-10-02 06:00:00,180,Power Block,Pending,Full
