movement_id,train_id,train_type,corridor_id,direction,scheduled_departure,scheduled_arrival,duration_minutes,speed_kmph,is_peak_period,operational_priority
MOV00239,TRN12019,Superfast,C3,UP,2026-09-25 13:00:00,2026-09-25 14:20:00,80,110,False,High
MOV00240,TRN12020,Freight,C2,DOWN,2026-09-25 02:30:00,2026-09-25 03:28:00,58,45,False,Medium
MOV00241,TRN13001,Freight,C1,DOWN,2026-09-26 04:15:00,2026-09-26 04:49:00,34,75,False,Medium
MOV00242,TRN13002,Superfast,C2,DOWN,2026-09-26 14:00:00,2026-09-26 16:25:00,145,45,False,High
MOV00243,TRN13003,Passenger,C3,UP,2026-09-26 04:45:00,2026-09-26 05:29:00,44,75,False,Medium
MOV00244,TRN13004,Express,C3,UP,2026-09-26 01:15:00,2026-09-26 02:38:00,83,130,False,High
MOV00245,TRN13005,Superfast,C1,UP,2026-09-26 15:00:00,2026-09-26 16:50:00,110,110,False,High
MOV00246,TRN13006,Express,C2,DOWN,2026-09-26 13:00:00,2026-09-26 14:48:00,108,75,False,High
MOV00247,TRN13007,Express,C5,DOWN,2026-09-26 05:00:00,2026-09-26 06:37:00,97,75,False,High
MOV00248,TRN13008,Passenger,C5,UP,2026-09-26 12:45:00,2026-09-26 13:20:00,35,130,False,Medium
MOV00249,TRN13009,Superfast,C3,DOWN,2026-09-26 00:30:00,2026-09-26 02:40:00,130,45,False,High
MOV00250,TRN13010,Freight,C2,UP,2026-09-26 18:30:00,2026-09-26 19:17:00,47,45,True,Medium
MOV00251,TRN13011,Freight,C5,DOWN,2026-09-26 20:15:00,2026-09-26 22:31:00,136,130,True,Medium
MOV00252,TRN13012,Superfast,C4,UP,2026-09-26 04:00:00,2026-09-26 06:01:00,121,90,False,High
MOV00253,TRN13013,Passenger,C3,UP,2026-09-26 01:15:00,2026-09-26 03:38:00,143,45,False,Medium
MOV00254,TRN13014,Freight,C3,DOWN,2026-09-26 17:45:00,2026-09-26 18:47:00,62,45,True,Medium
MOV00255,TRN13015,Express,C3,DOWN,2026-09-26 01:30:00,2026-09-26 02:34:00,64,45,False,High
MOV00256,TRN13016,Freight,C4,DOWN,2026-09-26 14:45:00,2026-09-26 15:58:00,73,60,False,Medium
MOV00257,TRN13017,Superfast,C4,DOWN,2026-09-26 16:30:00,2026-09-26 18:42:00,132,45,False,High
MOV00258,TRN13018,Superfast,C1,DOWN,2026-09-26 19:15:00,2026-09-26 20:54:00,99,75,True,High
MOV00259,TRN13019,Freight,C1,UP,2026-09-26 10:30:00,2026-09-26 11:39:00,69,90,False,Medium
MOV00260,TRN13020,Superfast,C2,DOWN,2026-09-26 11:45:00,2026-09-26 12:20:00,35,130,False,High
MOV00261,TRN14001,Freight,C5,DOWN,2026-09-27 08:00:00,2026-09-27 08:39:00,39,130,True,Medium
MOV00262,TRN14002,Superfast,C3,UP,2026-09-27 00:15:00,2026-09-27 02:33:00,138,110,False,High
MOV00263,TRN14003,Superfast,C1,UP,2026-09-27 02:15:00,2026-09-27 04:24:00,129,130,False,High
MOV00264,TRN14004,Freight,C3,DOWN,2026-09-27 18:00:00,2026-09-27 19:47:00,107,60,True,Medium
MOV00265,TRN14005,Superfast,C3,DOWN,2026-09-27 14:00:00,2026-09-27 15:43:00,103,60,False,High
MOV00266,TRN14006,Freight,C4,DOWN,2026-09-27 20:30:00,2026-09-27 21:31:00,61,45,True,Medium
MOV00267,TRN14007,Passenger,C2,DOWN,2026-09-27 16:45:00,2026-09-27 19:11:00,146,110,False,Medium
MOV00268,TRN14008,Passenger,C3,DOWN,2026-09-27 22:45:00,2026-09-27 23:42:00,57,110,False,Medium
MOV00269,TRN14009,Freight,C4,UP,2026-09-27 03:15:00,2026-09-27 05:34:00,139,45,False,Medium
MOV00270,TRN14010,Superfast,C2,DOWN,2026-09-27 02:30:00,2026-09-27 04:25:00,115,75,False,High
MOV00271,TRN14011,Passenger,C5,DOWN,2026-09-27 09:15:00,2026-09-27 11:16:00,121,130,True,Medium
MOV00272,TRN14012,Express,C3,UP,2026-09-27 03:15:00,2026-09-27 05:26:00,131,60,False,High
MOV00273,TRN14013,Express,C4,UP,2026-09-27 11:30:00,2026-09-27 12:59:00,89,110,False,High
MOV00274,TRN14014,Express,C5,UP,2026-09-27 02:30:00,2026-09-27 03:50:00,80,130,False,High
MOV00275,TRN14015,Superfast,C5,DOWN,2026-09-27 13:00:00,2026-09-27 13:46:00,46,75,False,High
MOV00276,TRN14016,Passenger,C4,DOWN,2026-09-27 21:30:00,2026-09-27 22:16:00,46,110,False,Medium
MOV00277,TRN14017,Express,C2,DOWN,2026-09-27 16:00:00,2026-09-27 18:16:00,136,45,False,High
MOV00278,TRN14018,Express,C3,UP,2026-09-27 05:30:00,2026-09-27 07:59:00,149,130,False,High
MOV00279,TRN14019,Express,C3,DOWN,2026-09-27 02:30:00,2026-09-27 03:25:00,55,130,False,High
MOV00280,TRN14020,Freight,C2,DOWN,2026-09-27 19:00:00,2026-09-27 20:34:00,94,130,True,Medium
MOV00281,TRN15001,Express,C5,UP,2026-09-28 05:30:00,2026-09-28 07:47:00,137,110,False,High
MOV00282,TRN15002,Passenger,C1,UP,2026-09-28 01:30:00,2026-09-28 03:23:00,113,60,False,Medium
MOV00283,TRN15003,Superfast,C5,UP,2026-09-28 15:30:00,2026-09-28 17:22:00,112,75,False,High
MOV00284,TRN15004,Superfast,C2,DOWN,2026-09-28 09:45:00,2026-09-28 10:24:00,39,130,True,High
MOV00285,TRN15005,Passenger,C2,DOWN,2026-09-28 13:45:00,2026-09-28 15:14:00,89,60,False,Medium
MOV00286,TRN15006,Freight,C5,UP,2026-09-28 10:30:00,2026-09-28 12:33:00,123,75,False,Medium
MOV00287,TRN15007,Superfast,C2,DOWN,2026-09-28 16:00:00,2026-09-28 17:10:00,70,60,False,High
MOV00288,TRN15008,Superfast,C1,DOWN,2026-09-28 14:15:00,2026-09-28 15:03:00,48,45,False,High
MOV00289,TRN15009,Passenger,C3,DOWN,2026-09-28 19:45:00,2026-09-28 20:46:00,61,60,True,Medium
MOV00290,TRN15010,Freight,C5,DOWN,2026-09-28 06:15:00,2026-09-28 07:48:00,93,110,False,Medium
MOV00291,TRN15011,Superfast,C4,DOWN,2026-09-28 15:00:00,2026-09-28 15:41:00,41,90,False,High
MOV00292,TRN15012,Superfast,C2,UP,2026-09-28 18:30:00,2026-09-28 19:06:00,36,45,True,High
MOV00293,TRN15013,Freight,C4,DOWN,2026-09-28 09:00:00,2026-09-28 11:18:00,138,45,True,Medium
MOV00294,TRN15014,Superfast,C2,DOWN,2026-09-28 11:45:00,2026-09-28 13:01:00,76,45,False,High
MOV00295,TRN15015,Superfast,C1,UP,2026-09-28 11:30:00,2026-09-28 12:09:00,39,90,False,High
MOV00296,TRN15016,Superfast,C5,DOWN,2026-09-28 19:00:00,2026-09-28 19:46:00,46,45,True,High
MOV00297,TRN15017,Superfast,C3,DOWN,2026-09-28 17:30:00,2026-09-28 19:36:00,126,60,True,High
MOV00298,TRN15018,Express,C5,DOWN,2026-09-28 16:00:00,2026-09-28 16:35:00,35,45,False,High
MOV00299,TRN15019,Express,C3,DOWN,2026-09-28 16:45:00,2026-09-28 17:34:00,49,110,False,High
MOV00300,TRN15020,Express,C3,DOWN,2026-09-28 05:45:00,2026-09-28 07:33:00,108,130,False,High
MOV00301,TRN16001,Freight,C5,DOWN,2026-09-29 16:45:00,2026-09-29 18:45:00,120,110,False,Medium
MOV00302,TRN16002,Freight,C4,UP,2026-09-29 11:30:00,2026-09-29 13:26:00,116,45,False,Medium
MOV00303,TRN16003,Superfast,C5,DOWN,2026-09-29 22:00:00,2026-09-29 23:46:00,106,90,False,High
MOV00304,TRN16004,Freight,C5,UP,2026-09-29 01:45:00,2026-09-29 02:36:00,51,110,False,Medium
MOV00305,TRN16005,Superfast,C2,UP,2026-09-29 01:00:00,2026-09-29 01:54:00,54,45,False,High
MOV00306,TRN16006,Superfast,C3,DOWN,2026-09-29 04:45:00,2026-09-29 06:43:00,118,60,False,High
MOV00307,TRN16007,Superfast,C5,DOWN,2026-09-29 01:15:00,2026-09-29 02:51:00,96,60,False,High
MOV00308,TRN16008,Freight,C4,DOWN,2026-09-29 10:15:00,2026-09-29 11:43:00,88,110,False,Medium
MOV00309,TRN16009,Freight,C5,DOWN,2026-09-29 21:30:00,2026-09-29 23:18:00,108,90,False,Medium
MOV00310,TRN16010,Express,C2,DOWN,2026-09-29 17:30:00,2026-09-29 18:28:00,58,75,True,High
MOV00311,TRN16011,Freight,C2,DOWN,2026-09-29 10:45:00,2026-09-29 11:59:00,74,110,False,Medium
MOV00312,TRN16012,Freight,C3,UP,2026-09-29 18:45:00,2026-09-29 21:09:00,144,90,True,Medium
MOV00313,TRN16013,Freight,C2,DOWN,2026-09-29 01:30:00,2026-09-29 03:31:00,121,45,False,Medium
MOV00314,TRN16014,Freight,C4,DOWN,2026-09-29 15:15:00,2026-09-29 16:10:00,55,110,False,Medium
MOV00315,TRN16015,Freight,C5,DOWN,2026-09-29 04:00:00,2026-09-29 05:48:00,108,130,False,Medium
MOV00316,TRN16016,Express,C2,UP,2026-09-29 21:15:00,2026-09-29 23:06:00,111,60,False,High
MOV00317,TRN16017,Passenger,C1,DOWN,2026-09-29 10:45:00,2026-09-29 11:27:00,42,130,False,Medium
MOV00318,TRN16018,Express,C1,UP,2026-09-29 13:45:00,2026-09-29 15:16:00,91,130,False,High
MOV00319,TRN16019,Express,C3,DOWN,2026-09-29 09:00:00,2026-09-29 11:26:00,146,45,True,High
MOV00320,TRN16020,Express,C5,UP,2026-09-29 05:45:00,2026-09-29 08:07:00,142,60,False,High
MOV00321,TRN17001,Passenger,C4,DOWN,2026-09-30 05:30:00,2026-09-30 07:52:00,142,45,False,Medium
MOV00322,TRN17002,Passenger,C3,UP,2026-09-30 10:30:00,2026-09-30 11:58:00,88,130,False,Medium
MOV00323,TRN17003,Superfast,C2,DOWN,2026-09-30 08:15:00,2026-09-30 10:28:00,133,45,True,High
MOV00324,TRN17004,Freight,C2,DOWN,2026-09-30 20:30:00,2026-09-30 22:31:00,121,60,True,Medium
MOV00325,TRN17005,Passenger,C3,DOWN,2026-09-30 18:15:00,2026-09-30 19:07:00,52,110,True,Medium
MOV00326,TRN17006,Superfast,C4,DOWN,2026-09-30 02:45:00,2026-09-30 04:40:00,115,45,False,High
MOV00327,TRN17007,Express,C2,DOWN,2026-09-30 10:15:00,2026-09-30 10:45:00,30,75,False,High
MOV00328,TRN17008,Superfast,C2,DOWN,2026-09-30 08:30:00,2026-09-30 09:38:00,68,110,True,High
MOV00329,TRN17009,Passenger,C3,DOWN,2026-09-30 22:15:00,2026-09-30 22:52:00,37,130,False,Medium
MOV00330,TRN17010,Passenger,C4,DOWN,2026-09-30 05:45:00,2026-09-30 07:42:00,117,110,False,Medium
MOV00331,TRN17011,Freight,C1,DOWN,2026-09-30 11:15:00,2026-09-30 12:13:00,58,60,False,Medium
MOV00332,TRN17012,Superfast,C2,DOWN,2026-09-30 19:30:00,2026-09-30 20:53:00,83,130,True,High
MOV00333,TRN17013,Superfast,C5,UP,2026-09-30 07:00:00,2026-09-30 08:37:00,97,90,True,High
MOV00334,TRN17014,Freight,C1,UP,2026-09-30 01:15:00,2026-09-30 02:58:00,103,110,False,Medium
MOV00335,TRN17015,Express,C2,DOWN,2026-09-30 16:45:00,2026-09-30 17:29:00,44,130,False,High
MOV00336,TRN17016,Express,C5,DOWN,2026-09-30 02:45:00,2026-09-30 04:58:00,133,45,False,High
MOV00337,TRN17017,Superfast,C2,DOWN,2026-09-30 14:00:00,2026-09-30 15:41:00,101,90,False,High
MOV00338,TRN17018,Freight,C1,DOWN,2026-09-30 08:00:00,2026-09-30 10:05:00,125,60,True,Medium
MOV00339,TRN17019,Passenger,C1,DOWN,2026-09-30 11:00:00,2026-09-30 12:39:00,99,45,False,Medium
MOV00340,TRN17020,Passenger,C4,UP,2026-09-30 09:45:00,2026-09-30 10:38:00,53,60,True,Medium
MOV00341,TRN18001,Superfast,C3,DOWN,2026-10-01 14:45:00,2026-10-01 16:03:00,78,45,False,High
MOV00342,TRN18002,Express,C3,UP,2026-10-01 05:45:00,2026-10-01 07:22:00,97,60,False,High
MOV00343,TRN18003,Express,C1,UP,2026-10-01 09:45:00,2026-10-01 11:41:00,116,130,True,High
MOV00344,TRN18004,Superfast,C5,DOWN,2026-10-01 07:15:00,2026-10-01 08:43:00,88,75,True,High
MOV00345,TRN18005,Express,C3,UP,2026-10-01 03:00:00,2026-10-01 05:13:00,133,130,False,High
MOV00346,TRN18006,Superfast,C5,UP,2026-10-01 07:15:00,2026-10-01 07:53:00,38,45,True,High
MOV00347,TRN18007,Passenger,C4,UP,2026-10-01 07:00:00,2026-10-01 08:21:00,81,90,True,Medium
MOV00348,TRN18008,Express,C5,UP,2026-10-01 01:15:00,2026-10-01 02:49:00,94,75,False,High
MOV00349,TRN18009,Express,C5,DOWN,2026-10-01 18:30:00,2026-10-01 19:30:00,60,75,True,High
MOV00350,TRN18010,Express,C5,UP,2026-10-01 13:30:00,2026-10-01 14:35:00,65,45,False,High
MOV00351,TRN18011,Express,C4,DOWN,2026-10-01 01:30:00,2026-10-01 04:00:00,150,130,False,High
MOV00352,TRN18012,Superfast,C5,DOWN,2026-10-01 22:45:00,2026-10-02 00:07:00,82,60,False,High
MOV00353,TRN18013,Freight,C4,UP,2026-10-01 17:45:00,2026-10-01 18:45:00,60,60,True,Medium
MOV00354,TRN18014,Freight,C2,DOWN,2026-10-01 01:45:00,2026-10-01 03:08:00,83,110,False,Medium
MOV00355,TRN18015,Express,C4,UP,2026-10-01 08:15:00,2026-10-01 09:27:00,72,130,True,High
MOV00356,TRN18016,Passenger,C4,DOWN,2026-10-01 02:15:00,2026-10-01 02:51:00,36,75,False,Medium
MOV00357,TRN18017,Superfast,C5,UP,2026-10-01 02:15:00,2026-10-01 04:27:00,132,110,False,High
MOV00358,TRN18018,Express,C4,UP,2026-10-01 10:30:00,2026-10-01 12:56:00,146,45,False,High
MOV00359,TRN18019,Express,C2,UP,2026-10-01 15:15:00,2026-10-01 17:14:00,119,110,False,High
MOV00360,TRN18020,Express,C4,UP,2026-10-01 17:30:00,2026-10-01 19:39:00,129,75,True,High
MOV00361,TRN19001,Superfast,C4,DOWN,2026-10-02 09:30:00,2026-10-02 10:46:00,76,110,True,High
MOV00362,TRN19002,Superfast,C4,UP,2026-10-02 15:30:00,2026-10-02 17:57:00,147,60,False,High
MOV00363,TRN19003,Freight,C3,DOWN,2026-10-02 01:15:00,2026-10-02 03:19:00,124,60,False,Medium
MOV00364,TRN19004,Passenger,C3,DOWN,2026-10-02 09:15:00,2026-10-02 10:10:00,55,75,True,Medium
MOV00365,TRN19005,Express,C4,UP,2026-10-02 15:30:00,2026-10-02 16:32:00,62,90,False,High
MOV00366,TRN19006,Superfast,C4,UP,2026-10-02 11:15:00,2026-10-02 12:02:00,47,130,False,High
MOV00367,TRN19007,Superfast,C2,UP,2026-10-02 16:00:00,2026-10-02 18:17:00,137,45,False,High
MOV00368,TRN19008,Passenger,C1,DOWN,2026-10-02 04:15:00,2026-10-02 04:53:00,38,130,False,Medium
MOV00369,TRN19009,Express,C1,UP,2026-10-02 16:45:00,2026-10-02 18:02:00,77,45,False,High
MOV00370,TRN19010,Superfast,C4,UP,2026-10-02 00:45:00,2026-10-02 01:16:00,31,45,False,High
MOV00371,TRN19011,Freight,C5,DOWN,2026-10-02 00:45:00,2026-10-02 02:58:00,133,60,False,Medium
MOV00372,TRN19012,Passenger,C1,UP,2026-10-02 07:15:00,2026-10-02 09:04:00,109,110,True,Medium
MOV00373,TRN19013,Freight,C3,DOWN,2026-10-02 12:00:00,2026-10-02 13:17:00,77,90,False,Medium
MOV00374,TRN19014,Superfast,C5,UP,2026-10-02 22:15:00,2026-10-02 23:23:00,68,130,False,High
MOV00375,TRN19015,Passenger,C1,UP,2026-10-02 12:45:00,2026-10-02 14:03:00,78,110,False,Medium
MOV00376,TRN19016,Superfast,C1,UP,2026-10-02 22:15:00,2026-10-02 22:55:00,40,90,False,High
MOV00377,TRN19017,Superfast,C3,UP,2026-10-02 16:00:00,2026-10-02 16:59:00,59,60,False,High
MOV00378,TRN19018,Superfast,C3,UP,2026-10-02 02:30:00,2026-10-02 04:55:00,145,110,False,High
MOV00379,TRN19019,Passenger,C2,DOWN,2026-10-02 00:15:00,2026-10-02 02:00:00,105,60,False,Medium
MOV00380,TRN19020,Superfast,C1,DOWN,2026-10-02 05:15:00,2026-10-02 06:57:00,102,90,False,High
MOV00381,TRN20001,Freight,C4,UP,2026-10-03 22:00:00,2026-10-03 23:34:00,94,130,False,Medium
MOV00382,TRN20002,Freight,C1,UP,2026-10-03 13:15:00,2026-10-03 15:32:00,137,45,False,Medium
MOV00383,TRN20003,Freight,C5,DOWN,2026-10-03 10:00:00,2026-10-03 11:51:00,111,75,False,Medium
MOV00384,TRN20004,Superfast,C4,UP,2026-10-03 11:45:00,2026-10-03 13:10:00,85,60,False,High
MOV00385,TRN20005,Superfast,C1,DOWN,2026-10-03 07:00:00,2026-10-03 07:40:00,40,75,True,High
MOV00386,TRN20006,Express,C4,UP,2026-10-03 12:30:00,2026-10-03 13:46:00,76,45,False,High
MOV00387,TRN20007,Passenger,C1,DOWN,2026-10-03 14:30:00,2026-10-03 16:37:00,127,75,False,Medium
MOV00388,TRN20008,Passenger,C2,UP,2026-10-03 05:45:00,2026-10-03 07:12:00,87,110,False,Medium
MOV00389,TRN20009,Superfast,C1,UP,2026-10-03 02:30:00,2026-10-03 04:10:00,100,45,False,High
MOV00390,TRN20010,Freight,C4,UP,2026-10-03 09:45:00,2026-10-03 11:04:00,79,45,True,Medium
MOV00391,TRN20011,Express,C5,UP,2026-10-03 21:45:00,2026-10-03 22:36:00,51,60,False,High
MOV00392,TRN20012,Freight,C3,DOWN,2026-10-03 15:15:00,2026-10-03 15:53:00,38,60,False,Medium
MOV00393,TRN20013,Superfast,C3,DOWN,2026-10-03 09:45:00,2026-10-03 11:55:00,130,45,True,High
MOV00394,TRN20014,Freight,C3,UP,2026-10-03 20:45:00,2026-10-03 22:31:00,106,110,True,Medium
MOV00395,TRN20015,Express,C4,UP,2026-10-03 04:30:00,2026-10-03 05:00:00,30,90,False,High
MOV00396,TRN20016,Freight,C5,DOWN,2026-10-03 10:45:00,2026-10-03 11:57:00,72,90,False,Medium
MOV00397,TRN20017,Express,C3,DOWN,2026-10-03 19:15:00,2026-10-03 20:46:00,91,75,True,High
MOV00398,TRN20018,Express,C4,DOWN,2026-10-03 09:45:00,2026-10-03 11:28:00,103,60,True,High
MOV00399,TRN20019,Freight,C4,DOWN,2026-10-03 12:30:00,2026-10-03 13:14:00,44,110,False,Medium
MOV00400,TRN20020,Express,C5,UP,2026-10-03 21:00:00,2026-10-03 23:03:00,123,90,False,High
MOV00401,TRN21001,Express,C4,DOWN,2026-10-04 22:00:00,2026-10-05 00:14:00,134,90,False,High
MOV00402,TRN21002,Superfast,C2,DOWN,2026-10-04 07:30:00,2026-10-04 09:24:00,114,60,True,High
MOV00403,TRN21003,Superfast,C4,UP,2026-10-04 14:45:00,2026-10-04 16:29:00,104,90,False,High
MOV00404,TRN21004,Superfast,C5,UP,2026-10-04 11:00:00,2026-10-04 11:43:00,43,60,False,High
MOV00405,TRN21005,Freight,C2,UP,2026-10-04 18:45:00,2026-10-04 20:51:00,126,75,True,Medium
MOV00406,TRN21006,Superfast,C1,UP,2026-10-04 03:30:00,2026-10-04 04:28:00,58,110,False,High
MOV00407,TRN21007,Express,C4,DOWN,2026-10-04 12:45:00,2026-10-04 14:53:00,128,130,False,High
MOV00408,TRN21008,Express,C3,UP,2026-10-04 15:00:00,2026-10-04 16:07:00,67,90,False,High
MOV00409,TRN21009,Passenger,C1,UP,2026-10-04 11:30:00,2026-10-04 12:43:00,73,90,False,Medium
MOV00410,TRN21010,Express,C5,DOWN,2026-10-04 11:45:00,2026-10-04 12:27:00,42,90,False,High
MOV00411,TRN21011,Superfast,C3,UP,2026-10-04 09:00:00,2026-10-04 11:13:00,133,130,True,High
MOV00412,TRN21012,Passenger,C1,DOWN,2026-10-04 20:00:00,2026-10-04 21:56:00,116,60,True,Medium
MOV00413,TRN21013,Express,C5,UP,2026-10-04 17:15:00,2026-10-04 18:27:00,72,110,True,High
MOV00414,TRN21014,Superfast,C4,UP,2026-10-04 12:15:00,2026-10-04 13:08:00,53,130,False,High
MOV00415,TRN21015,Superfast,C4,UP,2026-10-04 19:15:00,2026-10-04 20:42:00,87,110,True,High
MOV00416,TRN21016,Superfast,C4,UP,2026-10-04 22:15:00,2026-10-04 23:11:00,56,75,False,High
MOV00417,TRN21017,Passenger,C5,UP,2026-10-04 17:15:00,2026-10-04 18:31:00,76,75,True,Medium
MOV00418,TRN21018,Express,C4,UP,2026-10-04 08:45:00,2026-10-04 10:22:00,97,130,True,High
MOV00419,TRN21019,Freight,C5,DOWN,2026-10-04 19:45:00,2026-10-04 21:30:00,105,45,True,Medium
MOV00420,TRN21020,Freight,C3,DOWN,2026-10-04 19:15:00,2026-10-04 21:29:00,134,130,True,Medium
MOV00421,TRN22001,Freight,C5,UP,2026-10-05 21:15:00,2026-10-05 22:25:00,70,45,False,Medium
MOV00422,TRN22002,Express,C3,UP,2026-10-05 05:30:00,2026-10-05 07:28:00,118,60,False,High
MOV00423,TRN22003,Superfast,C4,UP,2026-10-05 18:45:00,2026-10-05 20:09:00,84,60,True,High
MOV00424,TRN22004,Superfast,C5,UP,2026-10-05 17:15:00,2026-10-05 18:47:00,92,75,True,High
MOV00425,TRN22005,Express,C2,DOWN,2026-10-05 14:00:00,2026-10-05 16:20:00,140,75,False,High
MOV00426,TRN22006,Passenger,C4,UP,2026-10-05 06:45:00,2026-10-05 08:26:00,101,110,False,Medium
MOV00427,TRN22007,Superfast,C4,DOWN,2026-10-05 13:45:00,2026-10-05 15:17:00,92,60,False,High
MOV00428,TRN22008,Passenger,C5,UP,2026-10-05 07:30:00,2026-10-05 08:04:00,34,75,True,Medium
MOV00429,TRN22009,Express,C5,DOWN,2026-10-05 05:45:00,2026-10-05 07:27:00,102,130,False,High
MOV00430,TRN22010,Superfast,C5,UP,2026-10-05 18:00:00,2026-10-05 19:04:00,64,110,True,High
MOV00431,TRN22011,Freight,C5,UP,2026-10-05 14:15:00,2026-10-05 15:39:00,84,45,False,Medium
MOV00432,TRN22012,Express,C3,UP,2026-10-05 14:30:00,2026-10-05 15:44:00,74,45,False,High
MOV00433,TRN22013,Superfast,C1,UP,2026-10-05 06:30:00,2026-10-05 08:50:00,140,130,False,High
MOV00434,TRN22014,Superfast,C2,UP,2026-10-05 06:15:00,2026-10-05 08:28:00,133,45,False,High
MOV00435,TRN22015,Freight,C5,DOWN,2026-10-05 19:15:00,2026-10-05 20:26:00,71,130,True,Medium
MOV00436,TRN22016,Freight,C3,DOWN,2026-10-05 16:00:00,2026-10-05 16:47:00,47,90,False,Medium
MOV00437,TRN22017,Passenger,C3,UP,2026-10-05 22:15:00,2026-10-05 23:16:00,61,60,False,Medium
MOV00438,TRN22018,Freight,C2,DOWN,2026-10-05 15:15:00,2026-10-05 16:58:00,103,130,False,Medium
MOV00439,TRN22019,Freight,C4,DOWN,2026-10-05 14:00:00,2026-10-05 15:51:00,111,45,False,Medium
MOV00440,TRN22020,Superfast,C5,DOWN,2026-10-05 22:30:00,2026-10-05 23:58:00,88,90,False,High
MOV00441,TRN23001,Freight,C5,UP,2026-10-06 02:45:00,2026-10-06 04:36:00,111,130,False,Medium
MOV00442,TRN23002,Freight,C1,DOWN,2026-10-06 06:45:00,2026-10-06 09:00:00,135,60,False,Medium
MOV00443,TRN23003,Superfast,C3,DOWN,2026-10-06 09:30:00,2026-10-06 11:10:00,100,110,True,High
MOV00444,TRN23004,Express,C5,DOWN,2026-10-06 10:00:00,2026-10-06 10:35:00,35,45,False,High
MOV00445,TRN23005,Superfast,C1,UP,2026-10-06 05:45:00,2026-10-06 07:13:00,88,45,False,High
MOV00446,TRN23006,Superfast,C2,UP,2026-10-06 20:30:00,2026-10-06 21:20:00,50,75,True,High
MOV00447,TRN23007,Passenger,C3,DOWN,2026-10-06 02:30:00,2026-10-06 04:25:00,115,130,False,Medium
MOV00448,TRN23008,Express,C1,DOWN,2026-10-06 20:30:00,2026-10-06 22:32:00,122,130,True,High
MOV00449,TRN23009,Express,C4,UP,2026-10-06 22:00:00,2026-10-06 22:30:00,30,60,False,High
MOV00450,TRN23010,Superfast,C1,UP,2026-10-06 18:15:00,2026-10-06 19:51:00,96,130,True,High
MOV00451,TRN23011,Superfast,C1,UP,2026-10-06 22:30:00,2026-10-07 00:44:00,134,45,False,High
MOV00452,TRN23012,Superfast,C2,DOWN,2026-10-06 02:15:00,2026-10-06 03:34:00,79,45,False,High
MOV00453,TRN23013,Passenger,C1,DOWN,2026-10-06 11:30:00,2026-10-06 12:17:00,47,90,False,Medium
MOV00454,TRN23014,Express,C2,UP,2026-10-06 16:00:00,2026-10-06 17:48:00,108,130,False,High
MOV00455,TRN23015,Express,C4,DOWN,2026-10-06 06:15:00,2026-10-06 08:42:00,147,90,False,High
MOV00456,TRN23016,Superfast,C2,UP,2026-10-06 03:15:00,2026-10-06 05:21:00,126,45,False,High
MOV00457,TRN23017,Superfast,C3,DOWN,2026-10-06 10:15:00,2026-10-06 11:16:00,61,75,False,High
MOV00458,TRN23018,Passenger,C2,DOWN,2026-10-06 22:00:00,2026-10-07 00:18:00,138,130,False,Medium
MOV00459,TRN23019,Freight,C2,UP,2026-10-06 12:30:00,2026-10-06 14:22:00,112,45,False,Medium
MOV00460,TRN23020,Express,C4,DOWN,2026-10-06 03:15:00,2026-10-06 04:48:00,93,130,False,High
MOV00461,TRN24001,Passenger,C5,UP,2026-10-07 11:30:00,2026-10-07 12:16:00,46,90,False,Medium
MOV00462,TRN24002,Superfast,C3,UP,2026-10-07 15:00:00,2026-10-07 15:32:00,32,110,False,High
MOV00463,TRN24003,Passenger,C1,DOWN,2026-10-07 06:00:00,2026-10-07 08:28:00,148,45,False,Medium
MOV00464,TRN24004,Superfast,C5,DOWN,2026-10-07 20:45:00,2026-10-07 22:09:00,84,130,True,High
MOV00465,TRN24005,Superfast,C1,UP,2026-10-07 08:00:00,2026-10-07 09:09:00,69,45,True,High
MOV00466,TRN24006,Express,C2,DOWN,2026-10-07 12:00:00,2026-10-07 13:09:00,69,130,False,High
MOV00467,TRN24007,Superfast,C2,UP,2026-10-07 07:00:00,2026-10-07 09:28:00,148,90,True,High
MOV00468,TRN24008,Passenger,C4,UP,2026-10-07 09:15:00,2026-10-07 10:00:00,45,45,True,Medium
MOV00469,TRN24009,Express,C1,UP,2026-10-07 15:30:00,2026-10-07 17:06:00,96,110,False,High
MOV00470,TRN24010,Freight,C2,DOWN,2026-10-07 04:30:00,2026-10-07 06:33:00,123,45,False,Medium
MOV00471,TRN24011,Passenger,C3,DOWN,2026-10-07 08:00:00,2026-10-07 09:03:00,63,130,True,Medium
MOV00472,TRN24012,Passenger,C4,DOWN,2026-10-07 16:30:00,2026-10-07 17:07:00,37,90,False,Medium
MOV00473,TRN24013,Express,C3,UP,2026-10-07 08:00:00,2026-10-07 10:24:00,144,110,True,High
MOV00474,TRN24014,Passenger,C2,UP,2026-10-07 01:00:00,2026-10-07 02:01:00,61,45,False,Medium
MOV00475,TRN24015,Superfast,C3,DOWN,2026-10-07 04:15:00,2026-10-07 06:44:00,149,45,False,High
MOV00476,TRN24016,Superfast,C2,DOWN,2026-10-07 07:45:00,2026-10-07 10:12:00,147,130,True,High
MOV00477,TRN24017,Freight,C3,UP,2026-10-07 18:30:00,2026-10-07 19:15:00,45,110,True,Medium
